subject,grade,major,chapterTitle,chapterNo,topicTitle,topicNo,pageStart,pageEnd
زمین‌شناسی,یازدهم,تجربی,منابع معدنی و ذخایر انرژی، زیربنای تمدن و توسعه,2,استخراج معدن و فرآوری ماده معدنی,9,31,31
زمین‌شناسی,یازدهم,تجربی,منابع معدنی و ذخایر انرژی، زیربنای تمدن و توسعه,2,گوهرها، زیبایی شگفت انگیز دنیای کانی‌ها,10,32,34
زمین‌شناسی,یازدهم,تجربی,منابع معدنی و ذخایر انرژی، زیربنای تمدن و توسعه,2,سوخت‌های فسیلی,11,35,40
زمین‌شناسی,یازدهم,تجربی,منابع آب و خاک,3,آب جاری,1,42,43
زمین‌شناسی,یازدهم,تجربی,منابع آب و خاک,3,آب زیرزمینی,2,44,51
زمین‌شناسی,یازدهم,تجربی,منابع آب و خاک,3,فرونشست زمین,3,52,52
زمین‌شناسی,یازدهم,تجربی,منابع آب و خاک,3,منابع خاک,4,52,53
زمین‌شناسی,یازدهم,تجربی,منابع آب و خاک,3,فرسایش,5,54,58
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,چرخه ویلسون,1,61,61
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,تنش,2,62,62
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,موقعیت لایه‌ها,3,62,62
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,شکستگی‌ها,4,63,63
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,چین خوردگی,5,64,65
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,آتشفشان,6,66,66
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,فواید آتشفشان‌ها,7,67,67
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,زمین لرزه,8,68,68
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,امواج لرزه‌ای,9,69,70
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,مقیاس اندازه گیری زمین لرزه,10,71,71
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,پیش بینی زمین لرزه,11,72,72
زمین‌شناسی,یازدهم,تجربی,پویایی زمین,4,ایمنی در برابر زمین لرزه,12,73,76
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,زمین شناسی پزشکی,1,78,78
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,چرخه بیوژئوشیمیایی,2,79,79
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,تقسیم بندی بیوشیمیایی عناصر,3,79,81
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,منشأ بیماری‌های زمین زاد,4,82,87
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,اثرات توفان‌های گردوغبار و ریزگردها,5,88,89
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سلامت,5,کاربرد کانی‌ها در داروسازی و صنایع بهداشتی,6,90,92
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,مکان یابی سازه‌ها,1,94,95
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,عوامل مؤثر بر مکان یابی سازه‌ها,2,96,100
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,مکان مناسب برای ساخت سد,3,101,101
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,مکان مناسب برای ساخت تونل و فضاهای زیرزمینی,4,102,103
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,مکان یابی مناسب برای ساخت سازه‌های دریایی,5,104,104
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,شاخص‌های مهندسی مصالح,6,105,105
زمین‌شناسی,یازدهم,تجربی,زمین شناسی و سازه‌های مهندسی,6,مصالح مورد نیاز برای احداث سازه‌ها,7,105,108
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,تاریخچه زمین شناسی ایران,1,110,111
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,نقشه‌های زمین شناسی,2,112,112
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,پهنه های زمین شناسی ایران,3,113,114
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,منابع معدنی و ذخایر انرژی ایران,4,115,118
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,ذخایر نفت و گاز ایران,5,119,120
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,گسل‌های ایران,6,121,121
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,آتشفشان‌های ایران,7,122,122
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,زمین گردشگری,8,122,122
زمین‌شناسی,یازدهم,تجربی,زمین شناسی ایران,7,ژئوپارک,9,123,124
